iter	F1	Logloss
216	0.9479566532	0.009223353999
217	0.9478189971	0.009212028709
218	0.9483139199	0.009176438396
219	0.9483870968	0.009154638729
220	0.9486300207	0.009137812129
221	0.9484266476	0.009112966672
222	0.9488964346	0.009081227517
223	0.9493907199	0.009018060304
224	0.950863574	0.008965553994
225	0.9505883949	0.008928908254
226	0.9508552442	0.008897812725
227	0.9511620417	0.008873167646
228	0.9513236839	0.008849881716
229	0.9515254237	0.008824470754
230	0.9518403037	0.008795276112
231	0.9519936285	0.008761282621
232	0.9525180831	0.008728010217
233	0.952501948	0.00870179994
234	0.9532596367	0.008675759281
235	0.953549785	0.008650250434
236	0.9537753254	0.008622366121
237	0.9537997935	0.008586336537
238	0.9543954649	0.00854512132
239	0.9552642706	0.008505750188
240	0.9557543071	0.008477365068
241	0.9560675468	0.008446155346
242	0.9567494509	0.008422523042
243	0.9567979455	0.008404644244
244	0.9569903372	0.008374159093
245	0.9572311746	0.008350733503
246	0.9577521867	0.008324623363
247	0.9577683592	0.008308960722
248	0.9580969746	0.008268162639
249	0.9582172702	0.008233012573
250	0.9586336096	0.008199229904
251	0.958890239	0.00817666666
252	0.959088992	0.00814707385
253	0.9594400877	0.008130901326
254	0.9594332462	0.008111450678
255	0.9593131136	0.008071815254
256	0.9598327207	0.00805124722
257	0.9599527864	0.008018568217
258	0.960209071	0.00799377721
259	0.9603614844	0.007969908176
260	0.9603614844	0.007941151684
261	0.9605691262	0.007917637177
262	0.9608414949	0.007869070305
263	0.9612337772	0.007847660265
264	0.9613861219	0.007825505237
265	0.9614639325	0.007803482721
266	0.9619336365	0.007785018555
267	0.9619498391	0.007769808948
268	0.9618559827	0.007757512709
269	0.961807369	0.007739590676
270	0.9618009335	0.007720832348
271	0.962471365	0.007662075189
272	0.9629118103	0.007645107879
273	0.9630315789	0.007632563477
274	0.9634294181	0.007610871898
275	0.9634842337	0.007597093588
276	0.9635714767	0.007576826596
277	0.9638696208	0.0075525792
278	0.9643542361	0.007513349071
279	0.9644353929	0.007491472533
280	0.9644738392	0.007464784841
281	0.9646096629	0.007452914774
282	0.9648001077	0.007432958676
283	0.9652191463	0.007411525678
284	0.9652678496	0.007390872014
285	0.9652399219	0.007347928907
286	0.9654685214	0.007331381176
287	0.9657132287	0.007323923411
288	0.96565874	0.007310153025
289	0.9660227636	0.0072801478
290	0.966152708	0.007246693645
291	0.9665108772	0.007223787354
292	0.9666845962	0.007206089142
293	0.9668095118	0.007196888671
294	0.9668963199	0.007184595965
295	0.9669831135	0.007167195057
296	0.9669450653	0.007150302853
297	0.9672161449	0.007130698519
298	0.967405914	0.007115909432
299	0.9675251583	0.007100752585
300	0.9674709322	0.007090123381
301	0.9676877321	0.007069295546
302	0.9678936846	0.007059108922
303	0.9678069763	0.007036660312
304	0.9678936846	0.007015620834
305	0.9680995817	0.006994001131
306	0.9683704836	0.006970758542
307	0.9688796332	0.006952741167
308	0.969150419	0.006927530579
309	0.9690964058	0.006895566738
310	0.9692318028	0.00686701323
311	0.9693183536	0.006860026709
312	0.9696267567	0.006823208166
313	0.969708164	0.006804360198
314	0.969659318	0.006785706911
315	0.969659318	0.006774080871
316	0.9697946574	0.006758823792
317	0.9700164523	0.006743576292
318	0.9700490229	0.006718568729
319	0.9704273103	0.006701064288
320	0.9706277274	0.006674705361
321	0.9704825548	0.006647987828
322	0.9707906664	0.00663311162
323	0.9708607493	0.00661719
324	0.971292428	0.006596667762
325	0.9714554211	0.006582883363
326	0.9715580166	0.006555513599
327	0.9720008724	0.006538010344
328	0.9720497936	0.006525983235
329	0.9723899624	0.006499433278
330	0.9725250763	0.006487158388
331	0.9728487816	0.006461121437
332	0.9727952769	0.006443412409
333	0.9727254428	0.006433166073
334	0.9732376417	0.006412589512
335	0.973446877	0.006392794315
336	0.9736842105	0.006354724131
337	0.9737005314	0.006337427847
338	0.9735611179	0.006319362481
339	0.9738844748	0.006304140736
340	0.9739541432	0.006277562942
341	0.9740564457	0.006265783338
342	0.9744655184	0.006254271122
343	0.9744981737	0.006237038316
344	0.9747558504	0.006214827087
345	0.974772179	0.006204261767
346	0.974976551	0.00617647605
347	0.9751482065	0.006172605071
348	0.9750950475	0.006155502521
349	0.9751808682	0.006146631015
350	0.9754709083	0.006128177281
351	0.9755730047	0.00611381251
352	0.9760179405	0.006089381858
353	0.9762546227	0.00607276328
354	0.9764873232	0.006049512449
355	0.9766219857	0.006034246488
356	0.9764997322	0.006017120819
357	0.976687363	0.005997034683
358	0.9767364017	0.005974091596
359	0.9768710671	0.005963035596
360	0.9767200549	0.005950688904
361	0.9769932235	0.005933517791
